Algorithm,Makespan_s,Total_Distance_m,Workload_Variance_m2,Strategic_Response_Time_s,car1_dist_m,car2_dist_m,car3_dist_m,Timestamp
km,262.951,121.142,178.5907,54.336,23.686,41.056,56.4,2026-04-28 13:17:14
