Algorithm,Makespan_s,Total_Distance_m,Workload_Variance_m2,Strategic_Response_Time_s,car1_dist_m,car2_dist_m,car3_dist_m,Timestamp
mtd_hcga,59.606,61.609,57.6659,32.21,9.967,27.467,24.176,2026-04-28 13:56:29
